name,id,team,position,timeOnIce,gamePlayed,goals,assists,specialTeams,shots,hits,blocked,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,fantasyPoints,FPP60,FPPG,gamesRemain,fantasyPace,last3FPPG
Jujhar Khaira,ID8476915,MIN,LW,485,1,0,0,0,1,0,1,433,0,52,0.6,4.45,0.6,73,43.8,1.06
Robert Bortuzzo,ID8474145,STL,D,1145,2,0,0,0,1,1,2,1043,0,102,1.2,3.77,0.6,75,46.0,0.99
Erik Brannstrom,ID8480073,OTT,D,6118,7,0,0,0,9,3,6,5249,181,688,4.2,2.47,0.6,74,48.4,1.1
Isaak Phillips,ID8482192,CHI,D,1045,1,0,0,0,1,0,1,1012,0,33,0.6,2.07,0.6,73,43.8,0.72
Nate Schmidt,ID8477220,WPG,D,8071,8,0,1,0,7,4,5,6697,1055,319,4.6000000000000005,2.05,0.58,73,46.339999999999996,1.28
Kaapo Kakko,ID8481554,NYR,RW,8295,9,1,1,0,12,0,2,7467,828,0,5.2,2.26,0.58,73,47.339999999999996,1.0
Philip Tomasino,ID8481577,NSH,C,3504,5,0,1,1,2,2,2,2741,763,0,2.9,2.98,0.58,74,44.919999999999995,1.09
Nicolas Deslauriers,ID8475235,PHI,LW,5327,9,0,1,0,11,26,1,5241,86,0,5.2,3.51,0.58,73,47.339999999999996,0.92
Pontus Holmberg,ID8480995,TOR,RW,2136,4,0,0,0,2,1,4,2098,4,34,2.3,3.88,0.57,74,44.18,0.85
Justin Sourdif,ID8482088,FLA,RW,1591,3,0,0,0,2,5,2,1591,0,0,1.7,3.85,0.57,74,43.18,0.57
Urho Vaakanainen,ID8480001,ANA,D,4486,5,0,1,0,4,4,2,4410,23,53,2.8,2.25,0.56,73,42.88,0.86
William Lockwood,ID8479367,FLA,RW,828,2,0,0,0,4,2,1,828,0,0,1.1,4.78,0.55,74,41.7,0.86
Jacob Peterson,ID8480216,SJS,C,4770,6,0,0,0,3,5,5,4105,173,492,3.3000000000000003,2.49,0.55,73,43.150000000000006,0.87
Jalen Chatfield,ID8478970,CAR,D,6503,8,0,1,0,5,3,5,5661,12,830,4.3,2.38,0.54,72,42.88,0.86
Dominik Kubalik,ID8477330,OTT,LW,6824,8,1,0,0,11,2,2,5466,1358,0,4.3,2.27,0.54,74,43.96,1.25
Mike Hoffman,ID8474884,SJS,C,8315,9,0,1,0,10,3,5,6792,1517,6,4.8,2.08,0.53,73,42.690000000000005,1.23
Mackie Samoskevich,ID8482713,FLA,RW,2262,3,0,0,0,5,1,2,1991,271,0,1.6,2.55,0.53,74,40.22,0.53
Alexander Alexeyev,ID8480823,WSH,D,2536,4,0,0,0,1,0,4,2524,0,12,2.1,2.98,0.52,74,40.480000000000004,1.01
Max Jones,ID8479368,ANA,LW,5131,8,0,2,0,8,14,0,4652,475,4,4.2,2.95,0.52,73,41.96,0.8
Derek Ryan,ID8478585,EDM,C,4843,8,0,1,0,6,6,4,4022,58,763,4.2,3.12,0.52,74,42.480000000000004,0.84
Bo Groulx,ID8480870,ANA,C,4557,6,0,1,0,3,8,2,3301,57,1199,3.1,2.45,0.52,73,40.96,0.53
Steven Lorentz,ID8478904,FLA,C,4020,8,0,0,0,6,10,5,3842,0,178,4.1000000000000005,3.67,0.51,74,41.74,0.8
Ross Johnston,ID8477527,ANA,LW,4145,9,0,2,0,5,11,2,4073,69,3,4.6,4.0,0.51,73,41.230000000000004,0.69
Tobias Bjornfot,ID8481600,LAK,D,612,1,0,0,0,0,0,1,612,0,0,0.5,2.94,0.5,74,37.0,0.71
Patrick Brown,ID8477887,BOS,C,2671,5,0,0,0,4,11,2,2197,0,474,2.5,3.37,0.5,73,38.5,0.99
Eric Robinson,ID8480762,CBJ,LW,690,1,0,0,0,0,0,1,492,6,192,0.5,2.61,0.5,73,36.5,1.03
Rasmus Kupari,ID8480845,WPG,C,5599,9,0,1,0,13,7,3,4121,527,951,4.5,2.89,0.5,73,40.5,0.71
Lukas Reichel,ID8482117,CHI,LW,7856,9,0,0,0,19,1,5,6614,1105,137,4.5,2.06,0.5,73,40.5,1.03
Pierre-Olivier Joseph,ID8480058,PIT,D,2846,4,0,0,0,5,0,3,2811,26,9,2.0,2.53,0.5,73,38.5,0.85
Ian Mitchell,ID8480070,BOS,D,1282,2,0,1,0,0,0,0,1273,9,0,1.0,2.81,0.5,73,37.5,0.88
Kevin Hayes,ID8475763,STL,RW,6331,7,0,2,0,5,4,1,5519,812,0,3.4000000000000004,1.93,0.49,75,39.75,1.37
Ryan Lomberg,ID8479066,FLA,LW,5352,8,0,0,0,15,14,2,4994,0,358,3.9000000000000004,2.62,0.49,74,39.26,0.88
Aliaksei Protas,ID8481656,WSH,C,3659,7,0,1,0,7,2,3,2977,0,682,3.4,3.35,0.49,74,39.26,0.67
Brendan Lemieux,ID8477962,CAR,LW,2877,7,1,0,0,4,10,0,2872,5,0,3.4,4.25,0.49,72,38.28,0.86
Ty Dellandrea,ID8480848,DAL,C,3907,5,0,1,0,5,9,0,3200,0,707,2.4000000000000004,2.21,0.48,75,38.0,0.94
Drew O'Connor,ID8482055,PIT,LW,6705,9,0,2,0,14,4,1,5964,349,392,4.3,2.31,0.48,73,39.04,0.73
Matt Nieto,ID8476442,PIT,LW,6633,9,0,0,0,6,7,6,5481,5,1147,4.3,2.33,0.48,73,39.04,0.86
Kevin Labanc,ID8478099,SJS,RW,4997,6,0,0,0,10,8,2,4531,466,0,2.8,2.02,0.47,73,36.309999999999995,1.09
Cody Glass,ID8479996,NSH,C,3918,5,0,0,0,9,4,2,2811,1095,12,2.3000000000000003,2.11,0.46,74,36.04,1.13
Mikael Granlund,ID8475798,SJS,C,2003,2,0,0,0,2,2,1,1767,132,104,0.9,1.62,0.45,73,32.85,1.49
Jonathan Drouin,ID8477494,COL,LW,6365,8,0,1,0,13,3,2,5570,795,0,3.6,2.04,0.45,74,36.300000000000004,1.03
Samuel Bolduc,ID8481541,NYI,D,3534,7,0,0,0,7,4,4,3532,0,2,3.1,3.16,0.44,74,35.56,0.86
Alexandre Texier,ID8480074,CBJ,C,9174,9,0,0,0,14,1,5,6963,644,1567,4.0,1.57,0.44,73,36.12,1.09
Barclay Goodrow,ID8476624,NYR,C,5947,9,0,0,0,4,16,4,4776,10,1161,4.0,2.42,0.44,73,36.12,1.18
Christian Fischer,ID8478432,DET,RW,6172,10,0,1,0,11,16,1,5774,130,268,4.2,2.45,0.42,72,34.239999999999995,0.92
Ryan Shea,ID8478854,PIT,D,4070,5,0,0,0,6,0,3,3926,37,107,2.1,1.86,0.42,73,32.66,0.42
Austin Czarnik,ID8478512,DET,C,4398,8,0,1,0,8,0,3,4220,128,50,3.3,2.7,0.41,72,32.519999999999996,0.68
Rourke Chartier,ID8478078,OTT,C,5081,8,0,1,0,8,9,1,3988,103,990,3.2,2.27,0.4,74,32.6,0.46
Boris Katchouk,ID8479383,CHI,LW,5621,8,0,1,0,7,5,2,4716,35,870,3.1999999999999997,2.05,0.4,73,32.2,0.7
Jordan Martinook,ID8476921,CAR,LW,9314,10,0,1,0,23,7,0,7726,144,1444,4.0,1.55,0.4,72,32.8,0.89
Blake Wheeler,ID8471218,NYR,RW,6401,9,0,0,0,18,3,3,6132,267,2,3.6000000000000005,2.02,0.4,73,32.2,1.68
Ilya Solovyov,ID8482470,CGY,D,1990,2,0,0,0,1,2,1,1869,14,107,0.8,1.45,0.4,73,29.200000000000003,0.4
Tristan Luneau,ID8483482,ANA,D,1857,2,0,0,0,1,2,1,1826,31,0,0.8,1.55,0.4,73,29.200000000000003,0.4
Morgan Frost,ID8480028,PHI,C,2697,3,0,0,0,5,2,1,2143,545,9,1.2,1.6,0.4,73,30.200000000000003,1.21
Waltteri Merela,ID8484325,TBL,C,5957,9,0,0,0,11,9,3,5297,8,652,3.5,2.12,0.39,73,31.470000000000002,0.39
Mark Kastelic,ID8480355,OTT,C,3571,8,0,0,0,8,8,3,3473,65,33,3.1,3.13,0.39,74,31.86,0.89
Ryan Poehling,ID8480068,PHI,C,5533,8,0,0,0,7,3,4,4956,142,435,3.0,1.95,0.38,73,30.740000000000002,0.95
Hudson Fasching,ID8477392,NYI,RW,2012,3,0,0,0,3,3,1,2012,0,0,1.1,1.97,0.37,74,28.38,0.91
Pius Suter,ID8480459,VAN,C,7135,8,0,0,0,7,7,3,5772,653,710,2.9000000000000004,1.46,0.36,74,28.64,0.98
Lucas Johansen,ID8479321,WSH,D,1635,2,0,0,0,2,0,1,1570,0,65,0.7,1.54,0.35,74,25.9,0.7
Tomas Nosek,ID8477931,NJD,LW,1460,2,0,0,0,1,1,1,1077,28,355,0.7,1.73,0.35,74,25.9,0.78
Daemon Hunt,ID8482094,MIN,D,585,2,0,0,0,1,1,1,585,0,0,0.7,4.31,0.35,73,25.549999999999997,0.35
Zach Bogosian,ID8474567,TBL,D,1487,2,0,0,0,1,1,1,1413,0,74,0.7,1.69,0.35,73,25.549999999999997,0.98
Dawson Mercer,ID8482110,NJD,C,8053,8,0,0,0,6,1,4,6438,742,873,2.7,1.21,0.34,74,27.16,1.4
Philip Broberg,ID8481598,EDM,D,5031,7,0,0,0,2,2,4,4398,69,564,2.4000000000000004,1.72,0.34,74,27.16,0.63
Jack Drury,ID8480835,CAR,C,6208,10,0,1,0,11,3,2,5414,414,380,3.4000000000000004,1.97,0.34,72,27.48,0.72
Oliver Wahlstrom,ID8480789,NYI,RW,3199,5,0,0,0,7,10,0,2798,401,0,1.7000000000000002,1.91,0.34,74,26.16,1.07
Mattias Janmark,ID8477406,EDM,C,5495,7,0,0,0,7,2,3,4373,50,1072,2.4,1.57,0.34,74,27.16,0.88
Jansen Harkins,ID8478424,PIT,C,2273,4,0,0,0,4,4,1,2121,152,0,1.3,2.06,0.32,73,24.36,0.57
Ryan Reaves,ID8471817,TOR,RW,3751,8,0,0,0,3,17,1,3751,0,0,2.5,2.4,0.31,74,24.94,0.78
Klim Kostin,ID8480011,DET,C,3632,7,0,0,0,5,12,1,3632,0,0,2.2,2.18,0.31,72,24.32,0.89
Dryden Hunt,ID8478211,CGY,LW,2299,3,0,0,0,7,2,0,2051,248,0,0.9000000000000001,1.41,0.3,73,21.9,0.67
Vinni Lettieri,ID8479968,MIN,C,2498,4,0,0,0,5,2,1,2398,63,37,1.2000000000000002,1.73,0.3,73,22.9,1.02
Adam Erne,ID8477454,EDM,LW,2992,6,0,0,0,4,14,0,2672,49,271,1.8,2.17,0.3,74,23.2,1.03
Jaret Anderson-Dolan,ID8479994,LAK,C,411,1,0,0,0,1,2,0,408,3,0,0.30000000000000004,2.63,0.3,74,22.2,0.91
John Ludvig,ID8481206,PIT,D,329,1,0,0,0,1,2,0,326,0,3,0.30000000000000004,3.28,0.3,73,21.9,0.3
Connor Brown,ID8477015,EDM,RW,7485,8,0,0,0,11,7,1,6177,566,742,2.3000000000000003,1.11,0.29,74,23.459999999999997,1.2
Jeff Carter,ID8470604,PIT,C,5713,9,0,0,0,7,4,3,5013,553,147,2.6,1.64,0.29,73,23.169999999999998,1.35
Fraser Minten,ID8483489,TOR,C,2744,4,0,0,0,3,3,1,2635,12,97,1.1,1.44,0.28,74,21.720000000000002,0.28
Victor Olofsson,ID8478109,BUF,LW,4405,6,0,0,0,10,2,1,3957,448,0,1.7,1.39,0.28,73,21.44,1.32
Alexander Barabanov,ID8482222,SJS,LW,5884,6,0,0,0,9,3,1,4757,1127,0,1.7000000000000002,1.04,0.28,73,21.44,1.34
Frederick Gaudreau,ID8477919,MIN,C,5359,6,0,0,0,9,3,1,4061,634,664,1.7000000000000002,1.14,0.28,73,21.44,1.26
Jakub Lauko,ID8480880,BOS,C,3391,6,0,0,0,6,5,1,3245,62,84,1.6,1.7,0.27,73,20.71,0.75
Ryan McLeod,ID8480802,EDM,C,6920,8,0,0,0,5,6,2,5685,509,726,2.1,1.09,0.26,74,21.240000000000002,0.85
Austin Watson,ID8475766,TBL,LW,785,2,0,0,0,0,5,0,785,0,0,0.5,2.29,0.25,73,18.25,1.15
Peyton Krebs,ID8481522,BUF,C,6774,9,0,0,0,5,9,1,5566,653,555,1.9000000000000001,1.01,0.21,73,16.33,0.8
William Lagesson,ID8478021,TOR,D,656,1,0,0,0,1,1,0,604,0,52,0.2,1.1,0.2,74,14.8,0.66
Jonatan Berggren,ID8481013,DET,RW,1119,2,0,0,0,3,0,0,989,130,0,0.30000000000000004,0.97,0.15,72,10.799999999999999,1.07
Sammy Walker,ID8480267,MIN,C,1210,2,0,0,0,1,2,0,1201,9,0,0.30000000000000004,0.89,0.15,73,10.95,0.44
Hendrix Lapierre,ID8482148,WSH,C,448,1,0,0,0,0,1,0,448,0,0,0.1,0.8,0.1,74,7.4,0.56
Sam Bennett,ID8477935,FLA,C,474,1,0,0,0,1,0,0,386,88,0,0.1,0.76,0.1,74,7.4,1.81
Jesper Boqvist,ID8480003,BOS,C,362,1,0,0,0,0,1,0,362,0,0,0.1,0.99,0.1,73,7.300000000000001,0.83
Callahan Burke,ID8482250,CAR,C,426,1,0,0,0,0,1,0,426,0,0,0.1,0.85,0.1,72,7.2,0.47
Scott Perunovich,ID8481059,STL,D,1395,2,0,0,0,0,1,0,1175,220,0,0.1,0.26,0.05,75,3.75,0.74
Tyler Kleven,ID8482095,OTT,D,563,1,0,0,0,0,0,0,563,0,0,0.0,0.0,0.0,74,0.0,0.83
Chris Tierney,ID8476919,NJD,C,781,2,0,0,0,0,0,0,781,0,0,0.0,0.0,0.0,74,0.0,0.74
Nikolas Matinpalo,ID8484321,OTT,D,504,1,0,0,0,0,0,0,469,0,35,0.0,0.0,0.0,74,0.0,0.0
Liam Foudy,ID8480853,CBJ,C,801,2,0,0,0,0,0,0,801,0,0,0.0,0.0,0.0,73,0.0,0.66
Kurtis MacDermid,ID8477073,COL,D,186,1,0,0,0,0,0,0,186,0,0,0.0,0.0,0.0,74,0.0,0.64
